"","combid","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"421","2017092401_2993",16.47,41.7,23.78,38.41,25.52,35.62,24.56,44.17,24.65,44.37,38.52,38.35,21.4,35.31,35.08,29.36,42.87,30.13,24.02,32.13,29.24,40.19
"422","2017092401_2561",12.33,40.38,18.43,36.77,21.12,35.9,21.26,37.79,20.29,41.98,35.06,37.73,20.57,36.48,34.86,28.94,43.96,29.94,25.21,35.31,28.14,39.75
"423","2017092401_2502",34.77,58.89,36.43,59.95,58.94,59.88,59.17,44.51,33.9,12.33,59.12,15.48,35.37,42.96,25.1,44.26,30.84,10.47,27.19,28.89,29.07,17.25
"424","2017092401_2019",18.36,2.24,41.09,39.19,39.43,51.27,40.87,19.36,42.86,11.23,41.33,17.2,13.57,27.04,12.26,18.63,27.98,25.77,25.33,30.83,18.16,20.25
"425","2017092401_1417",117.23,83.97,100.96,84.13,99.45,84.15,99.9,84.76,100.51,81.49,86.54,33.46,39.25,27.14,30.18,34.94,19.19,31.02,35.24,28.89,33.11,23.75
"426","2017092401_1265",20.11,8.79,39.98,41.05,38.75,54.36,38.97,18.62,35.35,24.86,40.85,29.86,35.84,38.27,18.11,31.46,36.56,35.13,36.63,36.8,31.98,25.7
"427","2017092400_716",72.84,80,82.84,79.11,73.29,80,119.18,99.13,81.84,85.59,98.83,26.42,32.29,25.65,18.34,25.49,14.56,10.04,14.4,26.58,14.07,15.08
"428","2017092400_409",78.47,78.64,81.34,86.52,75.67,81.3,114.72,99.94,78.05,84.86,100.05,15.69,31.19,23.33,16.05,17.02,15.75,10.4,15.08,24.6,13.6,16.25
"429","2017092400_4019",75.3,72.81,71.14,74.36,77.95,76.39,74.19,82.96,69.81,70.25,104.73,5.58,22.72,34.15,25.84,18.98,31.25,14.78,12.79,27.42,5.07,13.32
"430","2017092400_3365",45.75,38.92,35.24,37.64,47.2,42.51,21.38,0.52,40.48,40.42,21.15,26.89,7.63,6.15,29.44,26.04,31.78,19.81,9.33,14.06,35.89,16.21
"431","2017092400_2682",74.82,82.2,83.83,79.96,75.33,79.2,118.12,98.22,80.9,83.48,98.62,34.62,43.18,42.18,25.94,32.73,23.35,28.93,28.89,34.5,20.19,30.03
"432","2017092400_2285",17.6,33.83,35.41,16.38,28.29,33.57,0.74,16.85,33.8,39.69,38.14,35,21.67,34.75,26.95,24.1,18.91,28.06,26,26.93,35.02,36.44
"433","2017092400_2036",44.36,35.62,38.85,40.22,43.05,38.1,-0.2,23.04,36.43,34.44,22.25,15.44,8.76,12.06,24.97,17.58,28.19,22.91,21.16,19.04,30.54,20.06
"434","2017092100_778",38.43,21.78,38.59,21.98,31.76,38.16,14.9,39.76,38.76,9.67,39.31,27.74,15.82,32.84,19.54,19.82,12.95,15.61,23.69,9.72,16.5,18.74
"435","2017092100_4446",58.32,65.72,55.36,56.05,56.57,58.59,56.57,56.95,87.59,59.09,61.65,33.48,29.6,11.74,8.62,0.81,24.12,13.69,28.47,17.61,12.16,8.4
"436","2017092100_4118",80.87,81.01,86.34,91.17,113.42,82.62,100.46,88.5,82.75,100.55,85.53,12.48,10.95,14.58,22.18,20.7,21.01,17.99,25.84,19.42,16.88,28.14
"437","2017092100_3780",42.39,21.82,41.44,39.9,40.81,13.41,40.63,22.4,42.16,11.03,41.99,36.61,33.43,39.97,33.41,19.78,27.85,29.16,30.93,16.07,28.67,24.38
"438","2017092100_36",30.97,19.31,27.14,20.12,26.98,34.37,13.5,31.33,36.28,8.99,34.78,38.46,39.56,43.74,40.48,32.93,21.94,47.07,35.7,16.98,49.43,27.55
"439","2017092100_2302",25.9,36.14,33.48,19.48,28.86,6.3,37.58,20.51,30.36,37.59,34.77,44.35,42.71,38.59,36.05,31.94,32.85,31.65,35.57,29.07,33.95,23.5
"440","2017092100_1836",25.74,35.85,34.43,18.25,30.21,2.2,38.2,18.84,32.16,38.02,35.11,41.51,43.77,40.03,37.42,30.47,35.91,33.68,36.61,28.18,35.98,24.09
"441","2017092100_1484",25.47,37.5,34.97,18.49,26.67,6.08,39.76,19.56,33.51,39.35,35.96,41.74,40.12,40.03,38.31,29.98,37.9,31.68,37.23,27.62,33.84,21.76
"442","2017092100_110",38.62,22.28,35.06,21.98,38.07,37.34,15.41,37.1,39.04,10.45,38.63,37,35.67,37.29,36.53,35.42,21.96,38.21,30.89,19.29,39.9,27.99
"443","2017091800_578",0.61,9.49,34.91,22.1,37.41,35.91,20.82,32.34,35.96,37.79,35.37,17.71,18.85,23.21,20.77,32.99,13.38,17.02,30.67,19.96,10.84,16.01
"444","2017091800_35",83.92,93.6,83.1,94.07,81.42,99.91,81.99,83.9,84.01,93.87,105.58,14.57,20.37,18.05,21.06,27.42,23.13,31.18,20.96,34.38,24.55,18.72
"445","2017091800_2786",4.72,9.27,21.12,40.5,37.2,20.21,33.87,38.1,36.18,38.05,35.69,26.86,29.19,23.4,30.8,13.74,21.32,25.37,23.89,20.43,11.77,16.03
"446","2017091800_2295",39.68,25.33,39.17,4.92,25.28,36.86,37.83,37.92,37.38,25.45,12.17,33.55,27.48,29.89,13.21,22.48,19.86,17.55,27.72,13.71,21.75,20.15
"447","2017091800_1797",115.35,109.94,85.36,99.25,84.25,85.32,99.46,88.32,85.94,83.57,87.26,33.49,30.41,27.51,31.5,20.36,42.08,34.42,25.97,36.82,43.13,39.44
"448","2017091800_1731",104.86,99.58,82.15,95.16,79.84,82.98,96.08,86.16,82.43,80.23,83.79,38.62,33.52,33.09,35.33,24.25,41.61,37.1,29.39,37.43,43.44,39.78
"449","2017091800_1176",113.8,106.13,82.02,97.84,82.14,82.89,99,85.12,81.09,80.86,83.35,38.13,32.34,31.33,34.11,19.98,38.78,37.25,26.24,36.16,43.12,40.02
"450","2017091713_37",110.61,98.5,98.93,84.33,82.03,80.63,105.61,82.22,90.26,84.25,81.72,11.06,15,16.84,25.92,20.71,30.7,10.68,18.76,19.65,11.45,15.73
"451","2017091713_3573",104.08,83.34,81.08,78.07,76.25,77.94,78.17,83.28,73.58,76.95,76.43,12.42,28.72,7.9,7.94,38.76,20.23,24.47,14.66,10.75,17.02,5.72
"452","2017091713_3202",111.18,84.57,86.3,79.36,79.75,78.83,77.59,86.06,78.6,80.29,80.11,15.88,33.58,8.83,11.29,25.08,29.27,34.49,21,14.8,17.71,6.22
"453","2017091713_2798",93.19,112.82,80.22,82.37,95.71,80.91,93.66,81.46,68.71,93.26,80.48,16.49,13.21,20.72,17.49,33.1,35.96,24.92,39.51,16.26,23.8,24.02
"454","2017091713_2555",5.49,20.43,20.59,38.08,39.4,39.32,10.05,39.29,21.93,36.77,37.7,37.64,33.66,35.49,25.33,27.47,19.46,40.05,33.34,37.3,43.7,37.76
"455","2017091713_2245",94.5,115.35,79.88,82.57,96.63,80.41,94.5,81.21,67.07,93.95,80.34,16.1,16.34,22.76,17.31,32.53,35.19,25.75,39.03,17.36,24.19,24.97
"456","2017091713_1491",94.3,115.01,81.68,82,95.58,79.54,94.04,79.28,81.14,93.91,81.57,16.86,16.89,24.55,17.5,34.11,38.98,26.81,13.48,37.49,25.73,25.09
"457","2017091713_1116",92.43,115.04,77.16,92.43,77.89,94.44,71.96,75.23,77.31,94.24,78.56,17.72,29.08,23.08,36.57,35.5,28.61,16.51,41.95,19.33,26.9,28.2
"458","2017091712_951",84.64,100.69,84.06,100.63,82.07,88.33,82.38,106.33,81.56,83.91,112.03,19.29,25.29,14.18,23.89,29.85,26.44,35.08,23.51,20.8,38.83,24.15
"459","2017091712_468",84.02,102.57,84.48,102.21,81.02,81.72,79.97,110.68,82.36,82.72,116.98,20.81,29.32,15.41,27.46,32.28,26.84,34.13,26.76,24.28,38.03,26.83
"460","2017091712_3785",82.73,97.98,82.16,97.43,81.39,85.51,81.41,102.55,80.94,81.91,108.74,25.39,40.22,22.48,37.4,34.9,33.61,40.82,38.44,27.35,45.15,40.96
"461","2017091712_3469",30.97,34.99,31.87,9.47,20.08,36.84,26.71,31.77,32.74,20.38,38.12,21.25,27.54,25.73,11.17,20.07,31.36,17.67,18.27,13.76,20.85,38.24
"462","2017091712_2215",37,27.73,36.66,27.53,39.61,35.06,38.84,21.83,38.83,36.06,16.99,28.79,20.69,31.59,22.1,19.95,18.97,14.48,20.31,27.12,12.47,18.73
"463","2017091712_2155",86.8,88.93,84.86,114.08,99.49,87.5,89.91,85.55,81.63,101.01,82.05,25.39,13.86,17.56,6.89,15.63,11.56,30.41,28.96,35.78,12.18,9.26
"464","2017091712_1852",87.07,85.45,84.89,118.83,95.9,83.43,85.99,85.67,85.27,98.16,81.36,25.59,17.06,19.2,18.56,20.29,14.55,21.35,27.67,31.37,19.23,11.94
"465","2017091711_966",32,19.78,35.61,36.9,18.72,4.65,39.53,18.16,34.81,39.22,37.99,21.71,9.94,25.65,30.05,17.77,17.22,17.24,14.67,15.42,20.03,12.77
"466","2017091711_564",89.7,91.79,87.4,85.55,98.48,108.69,82.24,97.64,88.38,83.58,86.42,12.39,17.21,14.05,9.62,15.5,23.59,20.47,17.37,25.21,17.24,28.95
"467","2017091711_3951",87.6,88.04,82.81,97.1,108.14,78.98,93.34,84.09,82.16,79.01,80.56,38.79,35.7,28.12,33.02,39.76,35.38,41.67,38.04,20.59,31.72,42.51
"468","2017091711_2576",99.48,81.68,109.69,82.43,84.86,85.91,99.94,103.99,84.05,84.15,88.98,18.62,29.14,20.2,17.56,19.76,14.26,20.03,22.47,21.68,33.06,22.48
"469","2017091711_1759",101.4,82.36,117.88,82.92,111.31,84.74,83.72,99.95,88.12,83.42,89.59,21.97,29.78,13.01,14.34,25.17,18.47,20.49,14.25,12.68,34.27,25.39
"470","2017091711_1360",101.11,81.84,114.38,82.83,110.65,85.91,84.09,100.61,85.72,85.19,88.74,28.12,37.11,24.93,23.02,28.28,27.58,30.21,25.31,19.7,37.5,31.09
"471","2017091711_1186",35.09,34.56,37.51,40.05,29.23,9.58,40.46,32.83,37.43,40.68,40.55,17.73,18.9,28.86,34.45,22.94,20.71,21.49,15.24,19.89,25.05,16.03
"472","2017091710_339",87.12,84.47,93.9,86.02,93.38,108.45,90.45,85.35,115.46,84.89,89.04,23.13,19.8,17.47,13.4,18.4,13.92,14.04,28.92,10.7,26.35,9.5
"473","2017091710_3348",37.1,41.04,38.94,38.09,39.83,38.1,40.41,35.66,17.77,5.81,39.63,39.96,37.29,32.24,41.04,34,23.86,19.96,35.89,33.52,35.33,29.59
"474","2017091709_968",15.52,36.89,36.09,37.13,20.37,35.05,19.06,35,1.94,22.11,37.19,30.63,29.67,27.34,35.95,21.99,27.24,27.75,19.03,32.31,22.7,31.94
"475","2017091709_567",102.48,84.73,85.56,85.16,98.07,86.88,98.29,86.18,111.29,99.84,83.51,24.2,27.27,23.96,17.9,27.03,27.17,26.12,34.69,23.45,28,20.92
"476","2017091709_38",20.4,6.09,20.73,35.86,36.66,37.48,12.61,39.62,38.33,38.56,40.32,43.75,47.6,38.22,31.52,41.07,24.53,43.36,40,19,27.62,38.66
"477","2017091709_3302",63.56,54.1,92.13,57.61,56.1,58.14,57.32,54.9,58.41,55.26,61.67,27.48,2.59,15.81,11.35,8.01,30.04,17.43,0.61,24.76,3.23,34.67
"478","2017091709_2995",15.94,35.03,40.08,35.33,17.28,36.56,17.55,46.82,3.51,18.43,34.75,26.48,21.24,35.28,37.59,35.19,23.4,34.19,19.61,26.32,31.73,31.02
"479","2017091709_2877",16.11,32.09,37.57,33.87,18.82,37.64,16.37,35.43,0.33,19.52,34.43,28,26.31,32.56,40.12,25.64,20.39,30.16,21.68,32.6,27.46,28.71
"480","2017091709_2549",104.02,84.42,82.35,83.24,82.82,98.2,97.95,83.19,114.82,100.1,82.23,24.35,30.94,26.54,23.77,17.91,26.84,25.51,37.45,25.57,28.33,20.07
"481","2017091709_2341",22.21,7.18,22.21,34.79,32.46,35,16.59,38.64,33.27,34.79,38.74,41.58,46.16,40.34,34.06,42.59,25.79,41.62,39.76,21.68,29.53,38.71
"482","2017091709_1968",93.98,79.26,77.22,76.49,76.14,88.96,89.04,75.97,101.54,90.63,79.8,18.76,30.56,25.08,21.27,14.36,20.64,17.56,34.17,17.86,27.15,19.5
"483","2017091709_1129",98.52,111.58,98.8,83,83.01,80.08,106.71,83.98,82.99,79.51,81.79,31.78,27.58,29.33,29.36,17.18,39.22,29.78,22.04,43.39,37.29,24.61
"484","2017091708_911",38.23,30.63,39.73,20.57,37.5,37.3,7.47,10.43,20.83,34.77,38.03,19.67,22.9,31.57,36.7,35.6,28.77,44.13,35.13,35.7,38.2,44.07
"485","2017091708_3651",33.62,39.64,21.22,33.44,37.49,38.58,21.01,14.01,18.12,39.14,40.04,29.77,28.7,26.17,21.64,21.42,34.31,26.75,22.56,22.18,13.1,18.84
"486","2017091708_3303",34.21,38.16,21.43,34.53,39.15,39.43,21.36,14.7,9.45,39.8,39.96,31.06,35.44,27.64,23.87,32.94,39.57,28.28,28.52,32.88,19.34,24.98
"487","2017091708_2715",86.75,80.57,98.71,86.69,80.54,80.19,99.67,101.76,103.25,79.96,78.88,21.11,14.85,24.86,30.12,20.1,9.8,24.3,22.83,14.46,33.73,27.59
"488","2017091708_2429",53.32,28.55,36.16,24.29,36.92,36.61,15.23,16.84,23.95,38.17,38.54,23.13,28.35,38.88,42.45,36.81,29.02,43.16,38.66,39.99,31.45,45.06
"489","2017091708_2210",87.97,81.63,99.53,87.73,82.17,82.23,100,103.23,108.83,81.4,81.9,21.27,13.6,25.1,27.77,18.63,10.77,24.23,21.83,14.7,33.27,24.6
"490","2017091708_1974",37.56,32.45,37.96,21.67,36.33,35.92,8.05,9.43,21.96,34.17,36.08,20.34,22.67,31.13,39.32,34.93,26.64,48.52,38.74,38.28,39.5,43.52
"491","2017091708_1361",53.09,28.78,35.74,21.59,36.24,37.52,9.72,13.14,21.71,37.78,38.53,21.99,27.62,38.44,40.05,36.05,26.63,42.31,35.53,38.43,31.3,43.04
"492","2017091707_3833",22.04,30.73,20.94,8.63,34.82,29.13,32.4,28.88,32.13,25.44,24.16,33.86,35.17,31.28,35.85,26.38,22.17,29.55,39.94,34.34,23.56,41.17
"493","2017091707_37",18.04,36.31,3.49,36.41,19.8,37.92,10.69,24.4,38.49,37.77,37.03,21.9,26.02,18.25,16.77,19.35,20.48,18.92,30.19,30.88,38.12,12.39
"494","2017091707_369",77.37,98.96,113.97,77.25,77.62,106.36,79.66,77.84,99.33,83.32,76.97,13.8,24.65,27.49,15.78,30.37,26.3,23.43,33.12,27.1,23.07,38.79
"495","2017091707_2953",75.63,97.99,111.7,79.85,81.35,79.37,79.41,105.71,97.66,82.54,77.26,11.05,19.03,18.11,27.61,21.01,23.83,31.37,22.34,22.64,17.89,39.05
"496","2017091707_1341",40.81,22.3,12.96,41.52,38.95,18.71,39.82,40.01,22.49,38.69,40.04,42.26,32.09,28.86,39.48,26.19,30.52,32.44,23.96,30.28,35.9,16.19
"497","2017091706_986",95.37,117.32,95.88,74.54,83.47,79.16,93.79,95.52,106.59,83.18,79.84,27.15,30.45,18.55,33.03,12.2,24.54,20.01,26.1,31.45,31.43,22.94
"498","2017091706_37",80.53,83.56,76.41,98.34,95.33,77.24,108.72,76.9,97.78,78,105.69,20.47,28.9,41.78,30.98,24.11,39.65,33.07,32.19,31.27,25.24,30.97
"499","2017091706_2860",26.09,2.67,22.27,49.91,38.26,43,26.52,25.65,14.92,38.96,42.31,24.67,15.19,34.08,18.32,41.84,27.3,32.1,26.23,18.64,20.42,29.95
"500","2017091706_2571",79.89,78.66,77.93,81,97.5,92.76,81.33,110.02,98.38,77.49,113.66,19.52,16.96,19.54,34.18,29.39,21.22,33.08,29.73,28.78,21.42,28.26
"501","2017091706_2317",25.99,0.98,23.86,48.76,38.34,40.38,23.93,25.46,14.36,37.04,40.68,32.42,31.97,36.22,20.01,35.18,30.8,37.09,33.35,26.06,25.02,32.53
"502","2017091706_2027",25.72,0.7,24.45,44.56,33.99,40.43,25.15,25.34,15.25,36.62,40.59,28.89,30.98,35.64,20.35,42.03,30.91,34.66,30.04,25.56,25.65,32.72
"503","2017091706_1255",45.47,40.2,42.39,22.98,24.23,43.11,4.65,21.34,44.2,44.1,9.8,32.22,25.83,13.35,25.68,13.82,19.03,14.63,21.51,21.83,28.84,20.43
"504","2017091705_655",82.87,95.49,83.01,82.86,80.97,81.55,82.26,96.66,77.8,106.11,109.14,20.32,20.47,17.07,24.54,14.91,20.07,30.59,16.75,13.5,15.44,12.18
"505","2017091705_508",2.57,16.67,41.2,17.12,37.21,39.7,36.45,38.44,38.2,41.56,40.79,15.33,16.56,10.12,14.01,27.38,9.25,21.58,14.01,18.93,8.51,9.16
"506","2017091705_4069",58.07,70.18,52.73,55.25,52.46,55.19,56.35,64.26,52.39,55.78,50.62,10.45,15.95,6.22,7.45,11.67,32.88,28.1,37.15,8.22,17.29,7.76
"507","2017091705_36",2.95,17.23,42.18,17.16,37.4,40.35,37.63,38.54,38.87,41.58,41.63,11.86,16.36,13.59,14.16,28.3,12.21,22.6,14.55,17.92,11.2,12.63
"508","2017091705_3272",76.83,98.63,80.34,79.8,82.58,80.28,97.77,76.37,81.65,110.84,106.11,40.82,38.6,31.86,37.4,30.27,35.45,36.57,42.34,22.9,40.04,36.74
"509","2017091705_313",80.55,94.03,80.94,82.01,80.96,83.52,80.48,92.32,81.1,98.62,101.83,34.64,44.29,28.84,41.67,32.2,37.16,44.98,41.38,27.8,40.44,44.18
"510","2017091705_2370",82.97,97.68,78.01,83.73,80.25,83,97.95,82.48,76.97,112.77,108.93,18.64,19.69,15.96,20.48,15.96,19.38,17.77,28.13,14.09,15.9,20.1
"511","2017091705_1874",38.54,25.81,39.76,37.04,38.89,38.87,25.66,39.48,42.08,17.12,19.75,32.95,33.91,35.82,29.44,36.6,32,35.24,24.78,40.75,33.56,30.36
"512","2017091705_1695",117.21,104.1,78.94,104.46,81.49,80.89,82.05,82.77,81.06,80.04,78.79,39.03,37.17,41.88,39.38,27.51,41.78,31.56,39.34,34.07,43.33,43.3
"513","2017091705_1345",116.91,105.17,78.84,104.73,81.39,80.71,82.7,83.97,81.89,80.23,79.09,33.1,33.2,36.18,37.36,23.48,41.85,30.05,37.99,33.27,44.61,38.06
"514","2017091705_1052",80.04,93.31,81.32,80.16,82.83,83.95,81.79,91.55,81.24,103.96,100.26,35.64,45.31,32.88,41.24,31.96,38.29,45.1,40.2,29.33,42.02,35.2
"515","2017091704_596",101.83,86.4,101.53,85.27,86.67,81.5,111.37,118.83,87.73,84.17,85.07,31.47,27.73,35.33,33.9,32,40.17,32.63,35.73,23.43,37.47,35.33
"516","2017091704_3967",65.53,64.97,63.07,57.07,64.63,85.2,63.27,64.83,69.03,58.6,67.6,48.7,41.27,20.3,53.8,30.43,39.57,45.5,43,32.1,52.3,48.97
"517","2017091704_36",88.6,85.97,91.63,86.43,85.43,113.37,88,105.9,87.7,88,85.9,23.7,24.9,35.17,30.3,28.23,29.6,38.83,28.23,19.37,33.37,31.23
"518","2017091704_3598",18.97,35.17,37.13,19.3,37.77,2.33,40.7,38.13,39.47,37.2,6.27,21.43,23.7,19.2,30.6,27.67,20.77,27.57,31.67,35.8,14.83,21.47
"519","2017091704_2980",99.3,84.83,98.37,84.13,83.7,80.77,108.3,115.6,85.9,83.57,85.03,29.57,26.7,32.43,32.3,30,36.67,28.37,29.83,23.6,34.87,33.87
"520","2017091704_2662",83.7,70.47,68.97,84.27,68.6,103.67,70.67,71.43,64.27,69.4,98.33,32.03,36.73,40.4,38.1,31.1,36.3,35.9,29.37,27.83,42.87,34.7
"521","2017091704_253",22.13,39.3,38.1,21.37,39.6,9.4,34.93,42.23,49.3,39,14,25.4,19.87,15.77,14.03,25.4,14.23,20.63,28.33,33.8,11.6,17.6
"522","2017091704_2505",26.47,36.57,27.63,34.33,35.6,3.97,36.03,10.57,36.67,34.6,35.03,29.67,33,19.3,30.47,32.3,23.9,15.2,25.5,36.97,21.8,26.67
"523","2017091704_1927",99,84.3,85,100.37,85.43,115.97,85.1,83.8,72.4,83.77,111.27,30.33,37.33,40.37,39.8,32.93,41.77,36.57,29.03,26.37,43.47,39.67
"524","2017091704_1780",99.47,88.3,83.77,100,84.9,118.67,82.7,82.97,82.63,83.27,113.5,37.5,36.37,35.4,26.6,27.63,43.27,29.17,23.6,21.33,39.87,40.93
"525","2017091703_675",105.85,85.1,83.89,97.55,98.47,86.83,114,81.9,80.7,82.75,109.97,32.12,33.62,36.75,32.72,33.43,30.08,33.02,15.68,26.72,24.05,29.62
"526","2017091703_3939",65.28,75.24,68.32,81.8,89.96,73.43,65.71,67.87,74.14,67.01,68.04,29.45,33.24,10.9,11.86,12.4,13.45,16.5,34.64,22.91,18.32,27.34
"527","2017091703_3764",15.25,33.14,33.79,21.42,20.46,32.33,7.48,37.34,38.14,35.7,12.91,12.99,13.68,11.19,13.89,11.59,17.12,9.23,30.01,19,23.99,17.69
"528","2017091703_3599",53.18,53.75,57.84,61.27,87.51,55.83,56.98,55.5,55.77,53.76,50.95,40.77,47.88,34.04,14.92,33.96,17.92,25.81,49.61,43.3,35.36,40.04
"529","2017091703_2881",99.49,89.6,89.78,97.63,96.93,89.83,104.88,82.11,79.49,79.83,108.78,26.09,37.88,40.4,32.98,34.26,29.07,31.74,23.21,26.14,24.92,39.62
"530","2017091703_2591",104.45,86.83,84.73,96.38,96.47,84.82,109.56,83.25,79.44,83.08,107.09,37.83,41.97,43.19,41.25,42.29,36.78,46.21,24.82,33.36,30.8,37.29
"531","2017091703_2376",107.38,88.37,88.1,98.2,98.14,83.9,111.58,82.47,84.33,82.04,114.16,33.78,37.17,40.33,31.27,32.32,32.56,38.64,24.22,34.35,29.01,39.31
"532","2017091703_2021",102.45,82.91,84.57,99.22,98.4,84.59,112.69,78.46,81.59,78.25,109.17,30.87,32.12,36.65,29.07,29.19,30.39,25.33,23.78,28.87,26.33,31.32
"533","2017091702_781",83.45,102.36,113.05,86.78,95.07,93.84,86.82,94.74,75.9,85.11,76.85,36.35,44.67,41.64,31.35,34.69,28.45,42.36,20.4,22.74,17.49,24.97
"534","2017091702_489",81.11,95.49,107.7,83.3,89.67,88.88,85.13,93.42,80.24,85.99,76.36,26.52,33.26,15.66,24.12,23.31,18.28,37.87,15.8,12.19,8.11,16.57
"535","2017091702_4307",79.72,80.34,111.39,84.8,98.45,80.98,114.27,83.44,98.73,82.24,83.99,25.22,22.4,17.86,27.54,21.1,32.45,19.15,34.18,23.06,18.37,15.46
"536","2017091702_3667",79.65,78.53,108.82,89.22,97.53,79.33,114.61,81.77,98.01,81.23,82.38,23.7,19.6,20.48,26.56,19.65,33.49,23.85,34.6,20.64,17.89,14.91
"537","2017091702_36",82.54,101.09,119.08,85.37,95.89,92.71,84.22,97.6,78.93,82.6,81.07,29.12,31.71,14.11,25.05,25.63,20.24,37.99,14.71,12.76,8.62,19.73
"538","2017091702_3372",80.26,79.71,107.79,87.27,96.45,79.3,112.47,83.75,97.13,82.72,83.97,21.67,22.82,20.32,21.5,23.45,30.8,20.95,35.2,21.43,18.42,15.32
"539","2017091702_3153",43.81,27.73,13.72,40.21,29.13,29.18,42.28,29.36,45.58,44.52,48.12,15.13,34.11,19.27,26.36,21.17,28.61,9.45,13.96,34.8,38.9,23.85
"540","2017091702_1560",82.59,81.64,108.78,88.59,98.28,80.44,111.84,83.93,99.12,82.7,82.45,24.13,29.37,19.15,24.51,22.72,32.53,21.45,34.96,20.09,17.8,15.15
"541","2017091700_662",32.61,20.66,20.25,32.05,39.91,39.38,38.62,8.76,35.47,12.73,36.76,38.31,35.59,31.38,21.13,29.5,30.03,22.32,35.2,37.91,34.64,32.59
"542","2017091700_38",32.91,19.75,19.87,35.15,37.47,36.37,37.47,6.76,38.28,12.42,35.12,34.99,36.76,29.67,19.85,28.08,26.68,23.05,34.69,37.06,33.76,29.18
"543","2017091700_3133",32.33,23.05,20.64,36.14,40.96,36.71,42.09,6.12,39.81,14.75,37.06,28.52,25.23,22.33,11.73,14.62,20.71,14.13,24.51,33.27,23.75,23.83
"544","2017091700_2662",39.28,36.49,6.47,35.58,33.52,39.17,21.63,40.66,38.99,35.25,21,29.11,13.43,24.31,27.95,15.53,31.42,24.04,27.01,17.64,34.48,22.9
"545","2017091700_2232",41.8,38.84,4.75,34.69,34.23,41.84,23.65,42.24,40.06,40.04,22.34,22.5,11.28,11.49,26.64,18.14,29.35,19.27,21.38,16.34,35.68,17.85
"546","2017091700_2191",69.09,69.74,73.66,69.67,70.79,67.24,68.97,92.52,68.77,74.94,68.11,24.65,23.61,26.89,26.04,25,23.59,26,27.66,23.7,25.31,26.13
"547","2017091700_1494",40.19,36.53,1.71,32.01,34.34,39.5,23.43,41.24,38.11,37.66,22.58,23.73,13.96,20.36,26.69,18.68,29.91,21.17,22.78,36.17,16.16,20.85
"548","2017091700_1310",86.22,97.7,98.55,83.71,79.42,82.08,80.95,110.11,83.64,105.22,81.74,31.13,32.66,39.47,44.58,36.96,36.3,39.19,36.12,25.22,35.21,33.99
"549","2017091400_913",89.33,84.92,102.06,85.25,86.36,114.27,85.64,108.02,85.16,102.16,86.16,28.66,37.1,18.49,16.4,27.91,16.54,19.61,16.46,24.99,20.27,32.36
"550","2017091400_3826",90.56,81.35,101.74,83.58,83.54,113.51,81.37,110.61,83.14,102.04,80.85,32.7,41.18,26.87,17.72,33.7,34.61,21.2,36.56,29.33,27.67,37.36
"551","2017091400_2560",114.98,83.71,84.06,95.82,98.77,81.78,85.49,112.96,88.49,82.46,81.29,25.49,35.89,22.41,23.83,25.41,30.98,14.33,20.26,22.47,19.29,24.44
"552","2017091400_2076",94.99,74.08,81.27,87.2,90.4,75.13,76.56,91.92,83.99,76.3,75.05,23.43,31.6,16.85,12.59,17.86,26.06,9.5,9.06,23.14,14.88,19.5
"553","2017091400_1877",17.31,36.04,17.56,34.73,35.04,4.33,34.59,9.46,35.38,14.13,34.53,36.43,17.45,37.14,44.16,27.11,40.99,38.6,39.3,36.32,31.88,23.11
"554","2017091101_37",101.12,114.62,84.52,84.02,82.4,82,101.59,79.86,110.35,81.55,82.93,22.83,20.09,16.02,29.91,19.94,17.43,19.78,14.71,21.39,13.81,24.75
"555","2017091101_3070",85.61,106.38,65.2,64.34,62.97,64.35,88.81,66.8,97.67,50.92,63.12,22.47,17.91,18.05,30.07,22.3,19.85,15.23,16.18,21.75,27.55,27.59
"556","2017091100_831",42.48,20.43,42.51,39.2,39.27,37.17,21.01,39.31,2.59,36.34,5.17,15.57,24.44,14.12,18.23,22.47,25.74,25.32,34.35,21.63,29.02,22.75
"557","2017091100_63",36.78,20.2,38.5,38.39,41.91,35.93,20.33,38.05,12.63,34.44,6.34,28.14,33.58,20.14,26.21,28.53,30.97,35.6,41.31,34.56,35.05,38.09
"558","2017091100_448",95.3,116.25,83.87,80.44,80.8,92.89,95.26,106.6,102.92,83.88,83.66,31.5,36.36,39.75,29.83,25.71,25.72,30.64,30.11,37.77,35.17,22.74
"559","2017091100_3846",61.61,37.01,64.58,59.37,65.61,64.3,65.45,63.18,65.93,64.02,62.87,49.14,32.35,42.01,10,48.95,34.78,50.7,17.49,45.93,27.78,12.4
"560","2017091100_3599",76.36,101.19,78.32,75.21,79.76,81.4,99.92,79.77,116.5,82.1,111.29,39.08,34.95,42.87,35.82,33.5,31.21,33.19,21.79,37.62,26.2,33.88
"561","2017091100_3387",6.97,27.04,34.56,39.85,39.91,28.86,26.66,18.62,33.45,35.19,36.15,7.64,17.79,12.53,23.49,27.72,26.47,18.89,17.19,38.15,16.96,28.28
