"","combid","Poss_1_x","Poss_2_x","Poss_3_x","Poss_4_x","Poss_5_x","Poss_6_x","Poss_7_x","Poss_8_x","Poss_9_x","Poss_10_x","Poss_11_x","Def_12_x","Def_13_x","Def_14_x","Def_15_x","Def_16_x","Def_17_x","Def_18_x","Def_19_x","Def_20_x","Def_21_x","Def_22_x","Poss_1_y","Poss_2_y","Poss_3_y","Poss_4_y","Poss_5_y","Poss_6_y","Poss_7_y","Poss_8_y","Poss_9_y","Poss_10_y","Poss_11_y","Def_12_y","Def_13_y","Def_14_y","Def_15_y","Def_16_y","Def_17_y","Def_18_y","Def_19_y","Def_20_y","Def_21_y","Def_22_y"
"483","2017091709_1129",70.83,70.38,71.15,63.59,70.55,71.68,68.97,71.8,70.44,72.14,72.31,98.52,111.58,98.8,83,83.01,80.08,106.71,83.98,82.99,79.51,81.79,22.14,33.92,14.64,27.76,46.38,16.75,17.6,44.7,42.08,24.28,39.43,31.78,27.58,29.33,29.36,17.18,39.22,29.78,22.04,43.39,37.29,24.61
"484","2017091708_911",52.9,45.13,47.1,41.97,48.57,45.13,43.2,46.4,45.07,58.93,46.37,38.23,30.63,39.73,20.57,37.5,37.3,7.47,10.43,20.83,34.77,38.03,17.27,23.97,20.53,41.5,45.8,45.17,16.13,36.83,32.77,32.93,29.67,19.67,22.9,31.57,36.7,35.6,28.77,44.13,35.13,35.7,38.2,44.07
"485","2017091708_3651",46.84,41.15,42.73,55.29,43.25,39.48,48.69,44.79,38.26,45.42,41.4,33.62,39.64,21.22,33.44,37.49,38.58,21.01,14.01,18.12,39.14,40.04,11.46,17.21,11.66,24.5,28.12,25.35,33.99,30.13,19.73,15.81,36.96,29.77,28.7,26.17,21.64,21.42,34.31,26.75,22.56,22.18,13.1,18.84
"486","2017091708_3303",43.43,42.17,43.72,57.84,42.32,39.78,49.12,44.45,38.97,46.54,41.14,34.21,38.16,21.43,34.53,39.15,39.43,21.36,14.7,9.45,39.8,39.96,44.78,35.76,41.62,32.25,26.08,28.24,21.2,24.78,33.99,35.92,17.1,31.06,35.44,27.64,23.87,32.94,39.57,28.28,28.52,32.88,19.34,24.98
"487","2017091708_2715",76.15,74.35,62.42,76.14,78.05,67.81,72.31,75.28,78.31,72.93,76.14,86.75,80.57,98.71,86.69,80.54,80.19,99.67,101.76,103.25,79.96,78.88,14.25,5.1,19.15,27.3,23.19,31.67,29.55,9.79,18.16,14.9,37.12,21.11,14.85,24.86,30.12,20.1,9.8,24.3,22.83,14.46,33.73,27.59
"488","2017091708_2429",54.32,44.37,50.45,40.93,48.74,43.81,42.97,44.88,44.84,53.37,44.79,53.32,28.55,36.16,24.29,36.92,36.61,15.23,16.84,23.95,38.17,38.54,20.51,26.29,21.06,42.63,45.14,47.2,21.08,36.65,33.53,34.42,30.45,23.13,28.35,38.88,42.45,36.81,29.02,43.16,38.66,39.99,31.45,45.06
"489","2017091708_2210",78.27,78.67,63,78.97,80.33,70.73,76.47,78.77,81.07,75.47,79.8,87.97,81.63,99.53,87.73,82.17,82.23,100,103.23,108.83,81.4,81.9,12.3,4.53,16.73,23.3,16.27,31,25.8,9.4,17.63,13.63,36.7,21.27,13.6,25.1,27.77,18.63,10.77,24.23,21.83,14.7,33.27,24.6
"490","2017091708_1974",54.3,43.39,46.57,41.51,48.04,43.39,42.17,44.75,45.09,57.24,44.51,37.56,32.45,37.96,21.67,36.33,35.92,8.05,9.43,21.96,34.17,36.08,18.64,27.08,21.26,42.9,44.31,46.79,17.29,37.41,33.5,34.12,31.02,20.34,22.67,31.13,39.32,34.93,26.64,48.52,38.74,38.28,39.5,43.52
"491","2017091708_1361",53.75,42.99,48.94,40.8,47.1,43.32,42.77,44.78,44.4,56.92,45.25,53.09,28.78,35.74,21.59,36.24,37.52,9.72,13.14,21.71,37.78,38.53,18.66,23.88,17.98,40.78,46.38,45.61,17.34,36.16,32.62,33.36,29.96,21.99,27.62,38.44,40.05,36.05,26.63,42.31,35.53,38.43,31.3,43.04
"492","2017091707_3833",26.67,37.51,59.89,44.65,28.83,26.69,32.53,29.4,28.74,49.52,26.89,22.04,30.73,20.94,8.63,34.82,29.13,32.4,28.88,32.13,25.44,24.16,36.54,25.25,31.33,40.76,24,32.24,28.17,37.42,43.31,13.83,38.16,33.86,35.17,31.28,35.85,26.38,22.17,29.55,39.94,34.34,23.56,41.17
"493","2017091707_37",43.32,46.99,61.52,51.85,44.49,43.09,43.01,44.69,44.22,44.99,50.59,18.04,36.31,3.49,36.41,19.8,37.92,10.69,24.4,38.49,37.77,37.03,24.34,14.23,23.53,38.12,32.63,10.03,20.08,15.79,29.27,38.19,6,21.9,26.02,18.25,16.77,19.35,20.48,18.92,30.19,30.88,38.12,12.39
"494","2017091707_369",64.4,67.5,60.74,73.93,72.11,71.64,69,70.35,69.01,71.97,71.31,77.37,98.96,113.97,77.25,77.62,106.36,79.66,77.84,99.33,83.32,76.97,43.61,11.73,26.84,20.71,30.56,24.82,12.97,16.46,38.8,34.84,41.65,13.8,24.65,27.49,15.78,30.37,26.3,23.43,33.12,27.1,23.07,38.79
"495","2017091707_2953",64.9,69.16,61.38,72.23,68.07,69.87,72.29,69.06,71.07,72.78,71.61,75.63,97.99,111.7,79.85,81.35,79.37,79.41,105.71,97.66,82.54,77.26,41.13,37.27,22.74,31.37,6.7,14.04,26.23,40.98,21.46,16.98,9.01,11.05,19.03,18.11,27.61,21.01,23.83,31.37,22.34,22.64,17.89,39.05
"496","2017091707_1341",50.59,59.36,43.51,49.1,47.29,45.3,47.21,46.87,45.8,45.53,45.65,40.81,22.3,12.96,41.52,38.95,18.71,39.82,40.01,22.49,38.69,40.04,12.96,30.62,22.33,45.37,39.59,27.61,14.16,17.91,32.96,37.05,44.05,42.26,32.09,28.86,39.48,26.19,30.52,32.44,23.96,30.28,35.9,16.19
"497","2017091706_986",76.66,70.15,73.61,73.78,74.78,74.93,61.58,75.13,76.27,74.36,71.87,95.37,117.32,95.88,74.54,83.47,79.16,93.79,95.52,106.59,83.18,79.84,10.65,43.92,40.88,30.34,28.15,35.31,26.63,21.16,16.93,22.86,9.77,27.15,30.45,18.55,33.03,12.2,24.54,20.01,26.1,31.45,31.43,22.94
"498","2017091706_37",59.84,73.68,76.19,73.47,74.98,72.73,69.66,74.58,73.48,73.16,75.77,80.53,83.56,76.41,98.34,95.33,77.24,108.72,76.9,97.78,78,105.69,29.03,47.83,43.72,20.01,24.3,18.91,15.46,36.19,41.27,24.8,32.51,20.47,28.9,41.78,30.98,24.11,39.65,33.07,32.19,31.27,25.24,30.97
"499","2017091706_2860",47.56,53.65,50.84,51.34,48.92,50.16,63.29,48.81,48.4,49.49,53.17,26.09,2.67,22.27,49.91,38.26,43,26.52,25.65,14.92,38.96,42.31,41.71,7.04,10.58,17.91,23.39,15.85,29.45,32.24,35.92,27.96,41.52,24.67,15.19,34.08,18.32,41.84,27.3,32.1,26.23,18.64,20.42,29.95
"500","2017091706_2571",61.72,73.5,78.92,76.05,75.77,75.31,73.11,79.19,77.15,76.54,79.4,79.89,78.66,77.93,81,97.5,92.76,81.33,110.02,98.38,77.49,113.66,25.82,45.26,40.44,16.22,24.08,18.02,14.77,30.06,35.6,19.57,32,19.52,16.96,19.54,34.18,29.39,21.22,33.08,29.73,28.78,21.42,28.26
"501","2017091706_2317",40.55,49.53,46.25,45.54,42.73,43.14,55.61,43.01,41.31,43.41,46.6,25.99,0.98,23.86,48.76,38.34,40.38,23.93,25.46,14.36,37.04,40.68,42.25,12.04,11.04,23.93,27.55,18.52,29.37,34.4,36.5,31.5,45.28,32.42,31.97,36.22,20.01,35.18,30.8,37.09,33.35,26.06,25.02,32.53
"502","2017091706_2027",42.29,46.43,43.99,44.48,43.47,42.82,58.55,42.49,41.14,44.3,47.05,25.72,0.7,24.45,44.56,33.99,40.43,25.15,25.34,15.25,36.62,40.59,41.14,12.16,13.67,23.7,26.57,19.56,29.03,34.08,36.28,31.86,43.91,28.89,30.98,35.64,20.35,42.03,30.91,34.66,30.04,25.56,25.65,32.72
"503","2017091706_1255",63.86,50.89,47.96,48.21,48.07,49.81,51.46,47.85,49.26,50.48,46.78,45.47,40.2,42.39,22.98,24.23,43.11,4.65,21.34,44.2,44.1,9.8,27.15,5.71,8.46,36.06,32.35,32.29,38.03,21.54,18.03,30.61,18.8,32.22,25.83,13.35,25.68,13.82,19.03,14.63,21.51,21.83,28.84,20.43
"504","2017091705_655",69.57,60.22,79.04,79.96,77.2,75.21,66.36,77.33,75.83,80.85,76.6,82.87,95.49,83.01,82.86,80.97,81.55,82.26,96.66,77.8,106.11,109.14,35.39,14.97,11.55,10.31,19.66,23.09,17.16,14.45,33.79,22.38,27.19,20.32,20.47,17.07,24.54,14.91,20.07,30.59,16.75,13.5,15.44,12.18
"505","2017091705_508",41.56,42.82,42.75,48.07,41.22,40.28,54.74,41.15,44.26,37.81,42.5,2.57,16.67,41.2,17.12,37.21,39.7,36.45,38.44,38.2,41.56,40.79,20.45,15.84,24.28,33.16,8.66,7.13,24.98,31.12,27.47,6.04,9.5,15.33,16.56,10.12,14.01,27.38,9.25,21.58,14.01,18.93,8.51,9.16
"506","2017091705_4069",53.41,58.6,47.84,49.7,55.46,56.62,46.36,57.6,50.44,52.09,53.45,58.07,70.18,52.73,55.25,52.46,55.19,56.35,64.26,52.39,55.78,50.62,11.4,8.08,14.66,27.86,11.21,6.18,27.9,9.27,25.19,24.82,8.7,10.45,15.95,6.22,7.45,11.67,32.88,28.1,37.15,8.22,17.29,7.76
"507","2017091705_36",40.98,43.42,42.49,45.71,42.62,41.22,54.84,41.44,43.84,38.08,43.34,2.95,17.23,42.18,17.16,37.4,40.35,37.63,38.54,38.87,41.58,41.63,18.37,16.47,23.1,31.94,12.94,8.74,25.62,32.2,26.91,5.37,12.46,11.86,16.36,13.59,14.16,28.3,12.21,22.6,14.55,17.92,11.2,12.63
"508","2017091705_3272",72.6,68.6,61.53,79.55,77.64,75.87,74.39,78.39,81.26,77.02,77.21,76.83,98.63,80.34,79.8,82.58,80.28,97.77,76.37,81.65,110.84,106.11,47.08,19.26,30.97,22.2,20.35,34.23,41.32,36.72,45.29,31.65,43.7,40.82,38.6,31.86,37.4,30.27,35.45,36.57,42.34,22.9,40.04,36.74
"509","2017091705_313",75.04,65.74,81.86,80.29,79.41,78.95,68.2,81.84,82.86,81.84,79.28,80.55,94.03,80.94,82.01,80.96,83.52,80.48,92.32,81.1,98.62,101.83,48.26,31.53,25.68,23.37,33.99,41.54,20.52,37.18,47.09,28.34,44.4,34.64,44.29,28.84,41.67,32.2,37.16,44.98,41.38,27.8,40.44,44.18
"510","2017091705_2370",70.56,61.22,80.38,78.52,77.08,75.61,65.48,78.65,78.98,81.24,77.15,82.97,97.68,78.01,83.73,80.25,83,97.95,82.48,76.97,112.77,108.93,8.76,16.77,30.9,33.01,22.37,15.14,31.9,17.19,9.52,22.9,11.45,18.64,19.69,15.96,20.48,15.96,19.38,17.77,28.13,14.09,15.9,20.1
"511","2017091705_1874",49.27,56.87,39.27,42.42,42.51,44.66,54.3,41.65,42.43,38.24,44.79,38.54,25.81,39.76,37.04,38.89,38.87,25.66,39.48,42.08,17.12,19.75,44.09,35.73,23.56,21.53,29.32,37.05,21.69,33.85,42.17,27.21,40.87,32.95,33.91,35.82,29.44,36.6,32,35.24,24.78,40.75,33.56,30.36
"512","2017091705_1695",79.39,78.26,78.29,72.75,78.55,79.54,65.15,76.44,78.75,79.55,77.16,117.21,104.1,78.94,104.46,81.49,80.89,82.05,82.77,81.06,80.04,78.79,32.99,37.06,30.61,20.08,42.74,45.88,26.13,27.87,23.59,49.39,40.81,39.03,37.17,41.88,39.38,27.51,41.78,31.56,39.34,34.07,43.33,43.3
"513","2017091705_1345",78.94,76.09,76.88,71.19,78.62,78.05,63.32,75.14,77.78,76.44,76.98,116.91,105.17,78.84,104.73,81.39,80.71,82.7,83.97,81.89,80.23,79.09,30.43,35.25,28.21,18.23,35.67,45.64,25.3,23.86,19.45,48.55,41.93,33.1,33.2,36.18,37.36,23.48,41.85,30.05,37.99,33.27,44.61,38.06
"514","2017091705_1052",73.7,64.84,80.58,77.6,76.53,78.11,67.36,81.33,81.96,79.65,80.04,80.04,93.31,81.32,80.16,82.83,83.95,81.79,91.55,81.24,103.96,100.26,47.48,30.46,26.32,23.96,34.7,40.96,20.31,37.99,47.16,32.21,44.86,35.64,45.31,32.88,41.24,31.96,38.29,45.1,40.2,29.33,42.02,35.2
"515","2017091704_596",72.17,82.43,81.77,79.6,74.73,79.9,80.07,79.53,82.97,69.03,81.77,101.83,86.4,101.53,85.27,86.67,81.5,111.37,118.83,87.73,84.17,85.07,45.47,26.3,24.1,37.7,17.77,41.8,16.53,31.2,35.13,29.17,39,31.47,27.73,35.33,33.9,32,40.17,32.63,35.73,23.43,37.47,35.33
"516","2017091704_3967",60.73,67,55.63,55.6,69.83,51.9,66.57,59.9,47.2,48.77,53.67,65.53,64.97,63.07,57.07,64.63,85.2,63.27,64.83,69.03,58.6,67.6,49.23,47.07,54.57,41.1,49.37,26.83,45.47,53.17,36.13,21.33,24.27,48.7,41.27,20.3,53.8,30.43,39.57,45.5,43,32.1,52.3,48.97
"517","2017091704_36",75.9,83.5,81.97,81.23,79.8,82.07,82.6,80.73,83.87,68.23,83.87,88.6,85.97,91.63,86.43,85.43,113.37,88,105.9,87.7,88,85.9,34.87,24.53,20.93,34.3,21.13,42.5,16,29.73,31.4,27.97,38.03,23.7,24.9,35.17,30.3,28.23,29.6,38.83,28.23,19.37,33.37,31.23
"518","2017091704_3598",47.6,48.27,48.57,42.63,44.13,49.97,43.3,57.37,41.7,42.2,43.2,18.97,35.17,37.13,19.3,37.77,2.33,40.7,38.13,39.47,37.2,6.27,32.03,20.23,28,38.27,35.5,9.23,40.7,29.93,21.63,11.13,16.93,21.43,23.7,19.2,30.6,27.67,20.77,27.57,31.67,35.8,14.83,21.47
"519","2017091704_2980",72,80.93,76,80.4,79.37,78.4,77.33,81.1,66.8,81.83,80.17,99.3,84.83,98.37,84.13,83.7,80.77,108.3,115.6,85.9,83.57,85.03,41.13,25.6,16.93,22.53,34.43,17.53,29.77,33.33,28.3,41.2,38.4,29.57,26.7,32.43,32.3,30,36.67,28.37,29.83,23.6,34.87,33.87
"520","2017091704_2662",59.77,63.37,61.77,65.23,66.17,60.17,61.97,53.07,65.77,66.97,64.1,83.7,70.47,68.97,84.27,68.6,103.67,70.67,71.43,64.27,69.4,98.33,25.47,37.8,27.5,20.6,25.67,45.03,17,27.8,37.2,45.13,41.83,32.03,36.73,40.4,38.1,31.1,36.3,35.9,29.37,27.83,42.87,34.7
"521","2017091704_253",51.77,49.97,48.67,46.1,47.3,51.3,51.53,59.17,44.23,46.07,47.3,22.13,39.3,38.1,21.37,39.6,9.4,34.93,42.23,49.3,39,14,30,13.9,27.5,37.83,35.37,8.63,39.43,27.57,20.93,10.13,15.7,25.4,19.87,15.77,14.03,25.4,14.23,20.63,28.33,33.8,11.6,17.6
"522","2017091704_2505",51.03,41.8,47.5,42.47,44.37,45.37,44.83,41.6,56.6,41.8,42.83,26.47,36.57,27.63,34.33,35.6,3.97,36.03,10.57,36.67,34.6,35.03,40.77,21.97,13.33,18.87,33.77,14.6,25.33,33.1,31.13,39.33,36.5,29.67,33,19.3,30.47,32.3,23.9,15.2,25.5,36.97,21.8,26.67
"523","2017091704_1927",71.43,77.77,75,80.97,81.4,76.37,77.07,63.2,81.9,82.63,80.33,99,84.3,85,100.37,85.43,115.97,85.1,83.8,72.4,83.77,111.27,27.33,39.8,29.53,20.67,25.87,45.57,21.23,23.9,37.03,45.23,42.37,30.33,37.33,40.37,39.8,32.93,41.77,36.57,29.03,26.37,43.47,39.67
"524","2017091704_1780",73.57,76.13,75.47,80.77,80,73.1,78.2,64.13,82.93,82.13,79.33,99.47,88.3,83.77,100,84.9,118.67,82.7,82.97,82.63,83.27,113.5,24.37,38.37,28.6,18.53,24.63,46.23,17,25.4,33.63,44.13,40.27,37.5,36.37,35.4,26.6,27.63,43.27,29.17,23.6,21.33,39.87,40.93
"525","2017091703_675",64.2,74.17,77.17,73,76.43,75.58,77.17,77.33,72.81,66.61,77.79,105.85,85.1,83.89,97.55,98.47,86.83,114,81.9,80.7,82.75,109.97,27.97,38.97,30.91,11.54,23.11,8.13,33.78,26.99,14.83,8.26,39.4,32.12,33.62,36.75,32.72,33.43,30.08,33.02,15.68,26.72,24.05,29.62
"526","2017091703_3939",69.55,73.27,67.77,59.88,68.09,71.37,69.72,70.89,68.05,72.9,76.51,65.28,75.24,68.32,81.8,89.96,73.43,65.71,67.87,74.14,67.01,68.04,36.18,8.6,10.73,22.02,28.53,26.97,9.65,38.91,19.07,22.73,10.54,29.45,33.24,10.9,11.86,12.4,13.45,16.5,34.64,22.91,18.32,27.34
"527","2017091703_3764",56.28,49.07,45.76,45.79,41.95,42.48,43.83,43.44,46.38,52.01,44.05,15.25,33.14,33.79,21.42,20.46,32.33,7.48,37.34,38.14,35.7,12.91,25.37,38.21,25.63,6.46,12.4,18.09,30.17,23.68,10.51,6.71,35.88,12.99,13.68,11.19,13.89,11.59,17.12,9.23,30.01,19,23.99,17.69
"528","2017091703_3599",55.79,46.23,52.7,42.9,55.39,49.76,52.59,54.79,54.22,56.15,44.3,53.18,53.75,57.84,61.27,87.51,55.83,56.98,55.5,55.77,53.76,50.95,51.96,20.69,25.19,28.12,47.25,39.47,34.98,50.34,30.64,44.1,27.48,40.77,47.88,34.04,14.92,33.96,17.92,25.81,49.61,43.3,35.36,40.04
"529","2017091703_2881",70.12,80.85,86.54,75.11,81.11,79.08,88.18,85.3,79.67,72.7,88.25,99.49,89.6,89.78,97.63,96.93,89.83,104.88,82.11,79.49,79.83,108.78,31.61,40,38.69,23.21,25.88,25.18,42.91,24.84,20.64,16.81,47.65,26.09,37.88,40.4,32.98,34.26,29.07,31.74,23.21,26.14,24.92,39.62
"530","2017091703_2591",66.23,73.55,78.78,74.72,82.34,78.15,78.79,82.09,78.03,71.39,81.26,104.45,86.83,84.73,96.38,96.47,84.82,109.56,83.25,79.44,83.08,107.09,33.03,16.85,30.31,19.8,43.37,31.78,25.67,36.11,42.46,47.77,46.66,37.83,41.97,43.19,41.25,42.29,36.78,46.21,24.82,33.36,30.8,37.29
"531","2017091703_2376",66.92,75.34,78.66,80.49,84.91,80.8,80.84,85.4,79.57,73.54,80.95,107.38,88.37,88.1,98.2,98.14,83.9,111.58,82.47,84.33,82.04,114.16,29.96,19.57,28.27,44.19,38.83,31.47,22.2,34.39,42.12,45.85,19.43,33.78,37.17,40.33,31.27,32.32,32.56,38.64,24.22,34.35,29.01,39.31
"532","2017091703_2021",66.08,73.77,76.01,75.51,78.83,77.58,76.35,78.79,74.05,69.48,75.64,102.45,82.91,84.57,99.22,98.4,84.59,112.69,78.46,81.59,78.25,109.17,26.79,18.93,25.95,45.17,33.16,40.22,24.45,30.24,40.99,43.45,20.18,30.87,32.12,36.65,29.07,29.19,30.39,25.33,23.78,28.87,26.33,31.32
"533","2017091702_781",76.45,73.93,79.29,75.96,79.33,73.32,76.53,74.38,78.84,60.68,79.93,83.45,102.36,113.05,86.78,95.07,93.84,86.82,94.74,75.9,85.11,76.85,13.01,22.38,48.6,25,35.57,44.31,39.79,17.71,32.88,26.92,26.55,36.35,44.67,41.64,31.35,34.69,28.45,42.36,20.4,22.74,17.49,24.97
"534","2017091702_489",75.8,77.51,77.66,77.19,75.64,80.66,77.82,73.47,77.33,61.35,82.12,81.11,95.49,107.7,83.3,89.67,88.88,85.13,93.42,80.24,85.99,76.36,29.67,42.42,8.48,11.91,39.96,5.77,23.22,14.14,26.29,21.81,17.27,26.52,33.26,15.66,24.12,23.31,18.28,37.87,15.8,12.19,8.11,16.57
"535","2017091702_4307",59.6,74.45,66.49,78.34,66.46,76.35,75.91,78.97,77.03,77.12,80.09,79.72,80.34,111.39,84.8,98.45,80.98,114.27,83.44,98.73,82.24,83.99,22.48,21.11,8.63,31.4,43.64,33.82,24.22,13.79,17.44,37.34,27.52,25.22,22.4,17.86,27.54,21.1,32.45,19.15,34.18,23.06,18.37,15.46
"536","2017091702_3667",59.06,72.51,64.49,75.78,65.48,74.07,75.89,73.82,74.81,76.77,74.09,79.65,78.53,108.82,89.22,97.53,79.33,114.61,81.77,98.01,81.23,82.38,23.21,20.33,9.15,31.77,44.7,34.72,13.65,16.52,37.88,19.84,29.1,23.7,19.6,20.48,26.56,19.65,33.49,23.85,34.6,20.64,17.89,14.91
"537","2017091702_36",76.48,75.78,77.55,78.52,81.25,72.17,78.26,76.31,77.67,61.39,83.54,82.54,101.09,119.08,85.37,95.89,92.71,84.22,97.6,78.93,82.6,81.07,41.65,31.6,8.59,11.86,5.77,39.21,24.77,18.1,29.06,22.52,18.15,29.12,31.71,14.11,25.05,25.63,20.24,37.99,14.71,12.76,8.62,19.73
"538","2017091702_3372",59.04,74.2,69.55,77.21,70.55,76.56,74.4,77.21,75.15,78.72,78.9,80.26,79.71,107.79,87.27,96.45,79.3,112.47,83.75,97.13,82.72,83.97,22.73,20.45,8.79,30.12,42.77,23.57,33.03,13.32,16.85,37.24,22.32,21.67,22.82,20.32,21.5,23.45,30.8,20.95,35.2,21.43,18.42,15.32
"539","2017091702_3153",55.52,54.88,54.61,53.99,52.22,51.45,53.16,54.63,52.93,63.79,51.42,43.81,27.73,13.72,40.21,29.13,29.18,42.28,29.36,45.58,44.52,48.12,34.95,45.92,6.04,33.6,9.48,29.75,13.47,42.15,21.85,27.74,14.94,15.13,34.11,19.27,26.36,21.17,28.61,9.45,13.96,34.8,38.9,23.85
"540","2017091702_1560",60.76,76.37,72.07,79.94,73.02,74.4,78.26,76.16,78.77,81.88,79.38,82.59,81.64,108.78,88.59,98.28,80.44,111.84,83.93,99.12,82.7,82.45,22.26,21.11,9.69,33.89,43.16,34.58,13.8,16.25,37.24,30.44,23.56,24.13,29.37,19.15,24.51,22.72,32.53,21.45,34.96,20.09,17.8,15.15
"541","2017091700_662",42.33,34.88,37.54,57.26,37.45,41.19,37.1,38.23,38.47,40.38,37.83,32.61,20.66,20.25,32.05,39.91,39.38,38.62,8.76,35.47,12.73,36.76,16.53,39.52,42.2,32.33,32.22,30.52,18.16,44.97,39.02,29.72,23.75,38.31,35.59,31.38,21.13,29.5,30.03,22.32,35.2,37.91,34.64,32.59
"542","2017091700_38",42.78,35.59,33.88,56.33,37.57,39.08,35.26,36.84,37.53,38.1,38.33,32.91,19.75,19.87,35.15,37.47,36.37,37.47,6.76,38.28,12.42,35.12,16.12,35.96,42.79,31.64,32.49,27.85,18.24,45.4,39.17,28.2,22.54,34.99,36.76,29.67,19.85,28.08,26.68,23.05,34.69,37.06,33.76,29.18
"543","2017091700_3133",37.64,37.21,58,39.28,37.57,38.19,41.05,41.28,38.16,42,38,32.33,23.05,20.64,36.14,40.96,36.71,42.09,6.12,39.81,14.75,37.06,28.21,31.58,25.46,23.31,14.77,9.93,13.47,10.38,37.38,29.62,20.71,28.52,25.23,22.33,11.73,14.62,20.71,14.13,24.51,33.27,23.75,23.83
"544","2017091700_2662",42.06,41.38,40.72,44.24,41.87,42.19,43.07,38.05,54.8,42.45,39.15,39.28,36.49,6.47,35.58,33.52,39.17,21.63,40.66,38.99,35.25,21,31.81,21.28,36.09,42.99,29.02,7.79,32.69,19.96,25.76,16.61,12.06,29.11,13.43,24.31,27.95,15.53,31.42,24.04,27.01,17.64,34.48,22.9
"545","2017091700_2232",48.11,47.23,46.45,45.6,48.36,45.85,48.24,45,58.33,47.05,45.53,41.8,38.84,4.75,34.69,34.23,41.84,23.65,42.24,40.06,40.04,22.34,9.04,29.65,20.13,36.69,43.53,26.81,31.76,17.62,26.33,12.29,4.45,22.5,11.28,11.49,26.64,18.14,29.35,19.27,21.38,16.34,35.68,17.85
"546","2017091700_2191",68.84,66.85,59.3,68.82,68.62,69.23,69.36,65.99,63.87,67.44,68.36,69.09,69.74,73.66,69.67,70.79,67.24,68.97,92.52,68.77,74.94,68.11,24.23,22.37,22.44,25.63,26.43,24.81,24.38,25.75,21.97,24.2,23.98,24.65,23.61,26.89,26.04,25,23.59,26,27.66,23.7,25.31,26.13
"547","2017091700_1494",47.28,43.38,42.77,40.09,44.47,43.36,44.39,40.68,55.44,41.36,40.83,40.19,36.53,1.71,32.01,34.34,39.5,23.43,41.24,38.11,37.66,22.58,9.82,31.61,20.52,37.08,43.27,28.7,33.32,18.79,26.15,13.44,5.81,23.73,13.96,20.36,26.69,18.68,29.91,21.17,22.78,36.17,16.16,20.85
"548","2017091700_1310",81.98,81.7,61.93,80.14,82.43,78.56,78.17,81.43,78.24,82.99,80.66,86.22,97.7,98.55,83.71,79.42,82.08,80.95,110.11,83.64,105.22,81.74,32.08,23.85,29.67,34.5,46.91,40.35,46.44,21.46,28.46,35.7,42.77,31.13,32.66,39.47,44.58,36.96,36.3,39.19,36.12,25.22,35.21,33.99
"549","2017091400_913",75.48,80.36,82.87,79.06,77.55,71.05,79.73,82.02,66.36,77.56,78.36,89.33,84.92,102.06,85.25,86.36,114.27,85.64,108.02,85.16,102.16,86.16,9.54,25.71,28.76,38.37,10.02,34.91,21.47,17.14,22.09,12.88,31.98,28.66,37.1,18.49,16.4,27.91,16.54,19.61,16.46,24.99,20.27,32.36
"550","2017091400_3826",71.64,77.49,75.62,76.06,79.16,76.7,76.66,65.55,74.07,71.84,73.59,90.56,81.35,101.74,83.58,83.54,113.51,81.37,110.61,83.14,102.04,80.85,13.84,31.3,33.83,42.17,15.08,25.73,21.32,27.11,17.13,40.23,37.72,32.7,41.18,26.87,17.72,33.7,34.61,21.2,36.56,29.33,27.67,37.36
"551","2017091400_2560",71.28,57.9,77.63,78.91,77.58,77.24,72.62,75.18,76.7,76.96,76.64,114.98,83.71,84.06,95.82,98.77,81.78,85.49,112.96,88.49,82.46,81.29,17.24,19.93,12.74,28.82,36.04,24.27,31.77,33.77,22.07,16.34,17.57,25.49,35.89,22.41,23.83,25.41,30.98,14.33,20.26,22.47,19.29,24.44
"552","2017091400_2076",68.41,55.92,72.51,70.83,68.49,72.6,58.74,69.75,70.73,69.6,70.57,94.99,74.08,81.27,87.2,90.4,75.13,76.56,91.92,83.99,76.3,75.05,7.49,17.87,8.68,23.39,33.83,20.11,37.8,29.24,17.08,12.59,14.81,23.43,31.6,16.85,12.59,17.86,26.06,9.5,9.06,23.14,14.88,19.5
"553","2017091400_1877",45.71,40.12,41.85,42.91,44.38,41.9,39.79,49.61,54.95,43.39,43.82,17.31,36.04,17.56,34.73,35.04,4.33,34.59,9.46,35.38,14.13,34.53,45.62,29.89,25.78,45.69,14.58,34.09,40.25,17.73,31.85,42.52,23.32,36.43,17.45,37.14,44.16,27.11,40.99,38.6,39.3,36.32,31.88,23.11
"554","2017091101_37",72.57,78.58,79.31,73.38,78.52,80.5,81.8,80.5,81.31,67.64,79.89,101.12,114.62,84.52,84.02,82.4,82,101.59,79.86,110.35,81.55,82.93,14.75,13.91,31.02,37.62,37.91,10.44,32.94,17.27,23.04,23.98,25.66,22.83,20.09,16.02,29.91,19.94,17.43,19.78,14.71,21.39,13.81,24.75
"555","2017091101_3070",53.01,60.85,62.58,61.9,60.44,57.89,61.95,56.55,61.33,48.1,61.22,85.61,106.38,65.2,64.34,62.97,64.35,88.81,66.8,97.67,50.92,63.12,35.21,22.78,11.84,8.86,18.05,7.49,18.61,26.68,29.66,22.46,32.93,22.47,17.91,18.05,30.07,22.3,19.85,15.23,16.18,21.75,27.55,27.59
